sequenceID,quartile.0%,quartile.25%,quartile.50%,quartile.75%,quartile.100%,mean,sd,bases,count,log+1.quartile.0%,log+1.quartile.25%,log+1.quartile.50%,log+1.quartile.75%,log+1.quartile.100%,log+1.mean,log+1.sd,log+1.bases,log+1.data,log.quartile.0%,log.quartile.25%,log.quartile.50%,log.quartile.75%,log.quartile.100%,log.mean,log.sd,log.bases,log.data,log.log.quartile.0%,log.log.quartile.25%,log.log.quartile.50%,log.log.quartile.75%,log.log.quartile.100%,log.log.mean,log.log.sd,log.log.bases,log.log.data
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr2:5118788-16279724,0,0,0,2,272,1.955535271,4.54608483,11160936,226099,0,0,0,1.098612289,5.609471795,1.083679775,1.713092243,16.22793047,12.32873266,0,0,0,0.693147181,5.605802066,0.670663952,1.514266386,16.22793038,12.32872824,0,0,0,-0.366512921,1.723802145,-0.399487085,0.414931088,2.786733855,2.511932168
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr2:95326171-109668000,0,0,0,2,248,2.047201162,5.107594109,14341829,303564,0,0,0,1.098612289,5.517452896,1.114223518,1.809532933,16.478691,12.62335103,0,0,0,0.693147181,5.513428746,0.716473574,1.630728473,16.47869093,12.62334774,0,0,0,-0.366512921,1.707186707,-0.333413915,0.489026831,2.802068087,2.535548095
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr3:93504854-194041961,0,0,1,3,536,2.442362838,6.415549838,100537107,2429006,0,0,0.693147181,1.386294361,6.285998095,1.236158107,2.003579125,18.42603745,14.70299309,0,0,0,1.098612289,6.284134161,0.892965947,1.858724706,18.42603744,14.70299268,0,0,0,0.094047828,1.83802807,-0.113206832,0.61989061,2.913764743,2.688051057
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr4:32840638-40296396,0,0,1,3,322,2.485689047,6.72126442,7455758,179249,0,0,0.693147181,1.386294361,5.777652323,1.248665743,2.043978136,15.82449731,12.09653676,0,0,0,1.098612289,5.774551546,0.910549904,1.905276295,15.82449718,12.09653118,0,0,0,0.094047828,1.753460599,-0.093706572,0.644627035,2.761559194,2.492918732
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr4:68270000-75427379,0,0,1,3,257,2.395365818,5.760132282,7157379,168706,0,0,0.693147181,1.386294361,5.552959585,1.222411507,1.911042458,15.78365455,12.03591876,0,0,0,1.098612289,5.549076085,0.873535961,1.75096044,15.78365441,12.03591283,0,0,0,0.094047828,1.713631443,-0.135205981,0.56016446,2.758974874,2.487894917
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr4:9324642-31820917,0,0,1,3,300,2.208525367,4.843156813,22496275,504171,0,0,0.693147181,1.386294361,5.707110265,1.165811444,1.765271201,16.92886034,13.13067276,0,0,0,1.098612289,5.703782475,0.792325038,1.577566742,16.9288603,13.13067078,0,0,0,0.094047828,1.741129547,-0.23278357,0.455883623,2.829019875,2.574950774
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:60000-17974675,0,0,0,0,1084,2.319842029,17.91644253,17914675,288509,0,0,0,0,6.989335266,1.1999172,2.940031519,16.70113082,12.57248503,0,0,0,0,6.988413182,0.841499092,2.885718868,16.70113077,12.57248156,0,0,0,0,1.944253518,-0.172570344,1.059774043,2.815476428,2.531510422
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr11:96437584-134946516,0,0,0,0,1341,2.355594333,20.03566546,38508932,588620,0,0,0,0,7.201916318,1.210628903,3.046219352,17.4664008,13.28553779,0,0,0,0,7.201170883,0.856793066,2.997513958,17.46640077,13.28553609,0,0,0,0,1.974243635,-0.154558852,1.097783265,2.86027908,2.586675932
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr12:38150000-66400000,0,0,0,1,1357,4.221695009,30.20748881,28250000,680274,0,0,0,0.693147181,7.213768308,1.652822064,3.440658092,17.15660405,13.43025241,0,0,0,0,7.21303166,1.440236708,3.408089868,17.15660402,13.43025094,0,0,0,0,1.975889343,0.364807481,1.226151978,2.842383173,2.597509695
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr18:18521000-52059136,0,0,0,0,1111,1.638090859,14.27767701,33538136,394892,0,0,0,0,7.013915475,0.970055496,2.726392744,17.32819377,12.88637012,0,0,0,0,7.01301579,0.493531453,2.658697269,17.32819374,12.88636759,0,0,0,0,1.947767821,-0.706168687,0.977836254,2.852334871,2.556169977
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr1:17175658-29878082,0,0,0,1,1747,4.974646335,31.16582009,12702424,381150,0,0,0,0.693147181,7.466227556,1.787524905,3.470904401,16.35730348,12.8509509,0,0,0,0,7.46565531,1.60435428,3.439321984,16.3573034,12.85094828,0,0,0,0,2.010313211,0.472721358,1.235274354,2.794674489,2.553417605
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr1:30028082-91800000,0,0,0,0,1346,2.856791188,23.06884599,61771918,1101295,0,0,0,0,7.205635176,1.349835539,3.180918307,17.93895943,13.91199823,0,0,0,0,7.20489251,1.049699033,3.138483049,17.93895942,13.91199732,0,0,0,0,1.974760311,0.048503488,1.143739578,2.886974851,2.632751584
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr2:21178113-33000000,0,0,0,0,1065,3.281990261,26.77840699,11821887,227034,0,0,0,0,6.971668605,1.454417916,3.324258992,16.28546329,12.33285947,0,0,0,0,6.970730078,1.188450025,3.287595853,16.2854632,12.33285506,0,0,0,0,1.941719965,0.172649958,1.190156554,2.790272882,2.512266845
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr2:33200000-87000000,0,0,0,0,1500,2.831898086,23.28172273,53800000,939635,0,0,0,0,7.313886832,1.343360264,3.189723916,17.80078404,13.75324785,0,0,0,0,7.313220387,1.040947188,3.147668621,17.80078403,13.75324678,0,0,0,0,1.989683722,0.040131057,1.146662058,2.879242503,2.621274926
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr2:5118788-16279724,0,0,0,0,925,1.975624267,15.23081578,11160936,162007,0,0,0,0,6.830874235,1.090453855,2.786911644,16.22793047,11.995401,0,0,0,0,6.829793738,0.680884433,2.72332073,16.22793038,11.99539482,0,0,0,0,1.921294474,-0.384362689,1.001851992,2.786733855,2.484522811
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr2:95326171-109668000,0,0,0,1,897,2.539839026,18.80785066,14341829,252778,0,0,0,0.693147181,6.800170068,1.264081253,2.986078357,16.478691,12.44027087,0,0,0,0,6.799055862,0.932100703,2.934274371,16.47869093,12.44026691,0,0,0,0,1.916783759,-0.070314419,1.07646019,2.802068087,2.520938543
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr3:93504854-194041961,0,0,0,0,1463,2.292331308,19.59783569,100537107,1493910,0,0,0,0,7.288927695,1.191595918,3.025186007,18.42603745,14.21690807,0,0,0,0,7.288244401,0.829569338,2.975419136,18.42603744,14.2169074,0,0,0,0,1.986262694,-0.186848583,1.090384915,2.913764743,2.654431918
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr4:32840638-40296396,0,0,0,0,903,2.309854478,18.08794695,7455758,114251,0,0,0,0,6.80682936,1.196904224,2.949057086,15.82449731,11.64616181,0,0,0,0,6.805722553,0.837184526,2.895245802,15.82449718,11.64615306,0,0,0,0,1.91776381,-0.177710772,1.063070013,2.761559194,2.454975916
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr4:68270000-75427379,0,0,0,0,1023,1.794604002,15.26382292,7157379,87557,0,0,0,0,6.931471806,1.027690416,2.788943189,15.78365455,11.38005671,0,0,0,0,6.930494766,0.584784386,2.725485514,15.78365441,11.38004529,0,0,0,0,1.935931205,-0.53651207,1.002646582,2.758974874,2.431861408
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr4:9324642-31820917,0,0,0,0,1027,1.505267828,12.39792688,22496275,251554,0,0,0,0,6.935370446,0.918395646,2.595099985,16.92886034,12.43541693,0,0,0,0,6.93439721,0.408970841,2.517529272,16.9288603,12.43541296,0,0,0,0,1.93649413,-0.894111419,0.923277973,2.829019875,2.520548286
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr10:60000-17974675,0,0,0,1,234,1.353608927,4.220073866,17914675,296691,0,0,0,0.693147181,5.459585514,0.855949864,1.652511552,16.70113082,12.60044984,0,0,0,0,5.455321115,0.302774305,1.439852632,16.70113077,12.60044647,0,0,0,0,1.696591484,-1.19476762,0.364540769,2.815476428,2.533732248
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr11:96437584-134946516,0,0,0,1,223,1.386301261,4.386547683,38508932,645208,0,0,0,0.693147181,5.411646052,0.869744578,1.683904676,17.4664008,13.37732957,0,0,0,0,5.407171771,0.326639237,1.478542513,17.46640077,13.37732802,0,0,0,0,1.687726178,-1.118898967,0.391056814,2.86027908,2.593561336
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr12:38150000-66400000,0,0,0,2,266,1.912381947,5.789406812,28250000,642917,0,0,0,1.098612289,5.587248658,1.068971285,1.915363576,17.15660405,13.37377247,0,0,0,0.693147181,5.583496309,0.648349558,1.756029836,17.15660402,13.37377091,0,0,0,-0.366512921,1.719815159,-0.433325287,0.563055486,2.842383173,2.593295394
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr18:18521000-52059136,0,0,0,1,189,1.376294854,3.743623378,33538136,565212,0,0,0,0.693147181,5.247024072,0.865542491,1.556801269,17.32819377,13.24495793,0,0,0,0,5.241747015,0.319395,1.32005396,17.32819374,13.24495616,0,0,0,0,1.656654843,-1.141326697,0.277672615,2.852334871,2.583616813
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr1:17175658-29878082,0,0,0,0,209,1.255111859,5.117589994,12702424,196821,0,0,0,0,5.347107531,0.813199577,1.811168227,16.35730348,12.19005505,0,0,0,0,5.342334252,0.227224699,1.632683624,16.3573034,12.19004997,0,0,0,0,1.675662683,-1.481815887,0.490225056,2.794674489,2.500620042
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr1:30028082-91800000,0,0,0,1,288,1.50159859,4.866237728,61771918,1112294,0,0,0,0.693147181,5.666426688,0.916929964,1.769213496,17.93895943,13.92193601,0,0,0,0,5.66296048,0.406530268,1.582321098,17.93895942,13.92193511,0,0,0,0,1.733946808,-0.900096894,0.458892818,2.886974851,2.633465662
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr2:21178113-33000000,0,0,0,1,241,1.40691338,5.313665319,11821887,197457,0,0,0,0.693147181,5.488937726,0.878345172,1.842716383,16.28546329,12.19328118,0,0,0,0,5.484796933,0.341398213,1.670281864,16.2854632,12.19327612,0,0,0,0,1.701980071,-1.074705704,0.512992393,2.790272882,2.500884662
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr2:33200000-87000000,0,0,0,1,330,1.582515019,5.12630942,53800000,1011469,0,0,0,0.693147181,5.802118375,0.948763738,1.812592516,17.80078404,13.82691528,0,0,0,0,5.799092654,0.459015365,1.634385989,17.80078403,13.82691429,0,0,0,0,1.757701466,-0.778671594,0.491267192,2.879242503,2.626617003
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr2:5118788-16279724,0,0,0,1,264,1.357372357,3.915171813,11160936,185935,0,0,0,0.693147181,5.579729826,0.857547591,1.59232671,16.22793047,12.13315781,0,0,0,0,5.575949103,0.30555074,1.364859214,16.22793038,12.13315243,0,0,0,0,1.718462546,-1.185639425,0.311051284,2.786733855,2.495941576
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr2:95326171-109668000,0,0,0,1,190,1.510942014,4.344862686,14341829,266755,0,0,0,0.693147181,5.252273428,0.920657987,1.676135854,16.478691,12.49408966,0,0,0,0,5.247024072,0.412733307,1.468994155,16.47869093,12.49408591,0,0,0,0,1.657661072,-0.884953641,0.384577919,2.802068087,2.525255405
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr3:93504854-194041961,0,0,0,1,358,1.576634764,4.785438095,100537107,1887771,0,0,0,0.693147181,5.883322388,0.946484193,1.755344087,18.42603745,14.45090786,0,0,0,0,5.880532986,0.45529268,1.565577577,18.42603744,14.45090733,0,0,0,0,1.771647402,-0.786814815,0.448254814,2.913764743,2.670757203
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr4:32840638-40296396,0,0,0,1,177,1.541433078,4.681346727,7455758,134983,0,0,0,0.693147181,5.18178355,0.932728126,1.737188305,15.82449731,11.81291153,0,0,0,0,5.176149733,0.432712554,1.543585831,15.82449718,11.81290412,0,0,0,0,1.644061485,-0.83768162,0.434108171,2.761559194,2.469192504
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr4:68270000-75427379,0,0,0,1,176,1.438746781,4.212372465,7157379,123696,0,0,0,0.693147181,5.176149733,0.891484293,1.65103512,15.78365455,11.72559031,0,0,0,0,5.170483995,0.363772444,1.43802602,15.78365441,11.72558222,0,0,0,0,1.6429663,-1.011226761,0.363271354,2.758974874,2.46177297
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr4:9324642-31820917,0,0,0,2,233,1.47471597,3.777057979,22496275,406524,0,0,0,1.098612289,5.455321115,0.90612563,1.563824872,16.92886034,12.91540071,0,0,0,0.693147181,5.451038454,0.388465408,1.328945394,16.9288603,12.91539825,0,0,0,-0.366512921,1.695806132,-0.945551152,0.284385691,2.829019875,2.558420262
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr10:60000-17974675,0,0,0,2,178,1.529152664,3.520340334,17914675,436572,0,0,0,1.098612289,5.187385806,0.927884331,1.508587286,16.70113082,12.98671088,0,0,0,0.693147181,5.18178355,0.424713768,1.258557671,16.70113077,12.98670859,0,0,0,-0.366512921,1.645149312,-0.856339825,0.229966359,2.815476428,2.563926418
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr11:96437584-134946516,0,0,1,2,176,1.576771072,3.572396393,38508932,962332,0,0,0.693147181,1.098612289,5.176149733,0.946537093,1.520037442,17.4664008,13.77711582,0,0,0,0.693147181,5.170483995,0.455379131,1.273236629,17.46640077,13.77711478,0,0,0,-0.366512921,1.6429663,-0.786624952,0.241562185,2.86027908,2.623008867
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr12:38150000-66400000,0,0,1,2,183,2.045490513,4.873158953,28250000,886632,0,0,0.693147181,1.098612289,5.214935758,1.113661976,1.770392641,17.15660405,13.69518642,0,0,0,0.693147181,5.209486153,0.715637621,1.583742382,17.15660402,13.69518529,0,0,0,-0.366512921,1.650481224,-0.334581357,0.459790643,2.842383173,2.617044333
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr18:18521000-52059136,0,0,1,2,152,1.583154234,3.009908891,33538136,849867,0,0,0.693147181,1.098612289,5.030437921,0.949011223,1.388768521,17.32819377,13.65283632,0,0,0,0.693147181,5.023880521,0.459419207,1.10190981,17.32819374,13.65283515,0,0,0,-0.366512921,1.614202647,-0.77779218,0.097044865,2.852334871,2.613947203
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr1:17175658-29878082,0,0,0,2,167,1.522581281,4.805604868,12702424,299954,0,0,0,1.098612289,5.123963979,0.925282695,1.758823807,16.35730348,12.61138774,0,0,0,0.693147181,5.117993812,0.420407105,1.569782918,16.3573034,12.61138441,0,0,0,-0.366512921,1.632762529,-0.866531739,0.450937341,2.794674489,2.534599931
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr1:30028082-91800000,0,0,1,2,194,1.690454245,4.00267304,61771918,1636293,0,0,0.693147181,1.098612289,5.272999559,0.989710044,1.609972378,17.93895943,14.30794449,0,0,0,0.693147181,5.267858159,0.524997277,1.386962398,17.93895942,14.30794388,0,0,0,-0.366512921,1.661623859,-0.644362203,0.327116031,2.886974851,2.660814899
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr2:21178113-33000000,0,0,0,2,195,1.591919463,4.42743566,11821887,291692,0,0,0,1.098612289,5.278114659,0.952398706,1.691466768,16.28546329,12.58345716,0,0,0,0.693147181,5.272999559,0.464940497,1.487820559,16.2854632,12.58345373,0,0,0,-0.366512921,1.662599377,-0.765845844,0.397312337,2.790272882,2.532382755
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr2:33200000-87000000,0,0,1,2,213,1.760423959,4.128054369,53800000,1473439,0,0,0.693147181,1.098612289,5.365976015,1.015384276,1.634726322,17.80078404,14.20311036,0,0,0,0.693147181,5.361292166,0.565554666,1.417806199,17.80078403,14.20310968,0,0,0,-0.366512921,1.679205022,-0.56994832,0.349110747,2.879242503,2.653460932
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr2:5118788-16279724,0,0,1,2,153,1.505399906,3.05264897,11160936,270441,0,0,0.693147181,1.098612289,5.036952602,0.918448365,1.399370734,16.22793047,12.50781294,0,0,0,0.693147181,5.030437921,0.409058581,1.116009729,16.22793038,12.50780924,0,0,0,-0.366512921,1.615507042,-0.893896904,0.109759581,2.786733855,2.526353188
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr2:95326171-109668000,0,0,1,2,159,1.687160891,3.620866846,14341829,384817,0,0,0.693147181,1.098612289,5.075173815,0.988485206,1.530582317,16.478691,12.86052577,0,0,0,0.693147181,5.068904202,0.52304717,1.286713457,16.47869093,12.86052318,0,0,0,-0.366512921,1.623124661,-0.648083627,0.25209126,2.802068087,2.5541624
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr3:93504854-194041961,0,0,1,2,186,1.717723238,3.740836724,100537107,2707462,0,0,0.693147181,1.098612289,5.231108617,0.999794485,1.556213644,18.42603745,14.81152259,0,0,0,0.693147181,5.225746674,0.540999715,1.319309309,18.42603744,14.81152222,0,0,0,-0.366512921,1.653597692,-0.614336526,0.277108349,2.913764743,2.695405406
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr4:32840638-40296396,0,0,1,2,143,1.688386077,3.720012044,7455758,195992,0,0,0.693147181,1.098612289,4.9698133,0.988941042,1.551811351,15.82449731,12.18583422,0,0,0,0.693147181,4.96284463,0.523773089,1.313726906,15.82449718,12.18582912,0,0,0,-0.366512921,1.601979091,-0.646696726,0.272868064,2.761559194,2.500273729
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr4:68270000-75427379,0,0,1,2,177,1.617441385,3.284665565,7157379,182309,0,0,0.693147181,1.098612289,5.18178355,0.96219727,1.455042501,15.78365455,12.11346381,0,0,0,0.693147181,5.176149733,0.480845508,1.18926484,15.78365441,12.11345833,0,0,0,-0.366512921,1.644061485,-0.732209249,0.173335335,2.758974874,2.494317093
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr4:9324642-31820917,0,0,1,2,168,1.633520038,2.929909377,22496275,588677,0,0,0.693147181,1.098612289,5.129898715,0.968321369,1.368616366,16.92886034,13.28563462,0,0,0,0.693147181,5.123963979,0.490737219,1.074971493,16.9288603,13.28563293,0,0,0,-0.366512921,1.633928354,-0.71184649,0.072294143,2.829019875,2.58668322
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr10:60000-17974675,0,1,2,4,54,2.472963813,2.421333447,17914675,830952,0,0.693147181,1.098612289,1.609437912,4.007333185,1.245008354,1.230030372,16.70113082,13.63032851,0,0,0.693147181,1.386294361,3.988984047,0.905417356,0.8843184,16.70113077,13.63032731,0,0,-0.366512921,0.32663426,1.383536574,-0.099359275,-0.1229381,2.815476428,2.612297259
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr11:96437584-134946516,0,1,2,4,74,2.534297861,2.478923561,38508932,1820531,0,0.693147181,1.098612289,1.609437912,4.317488114,1.262514655,1.246722924,17.4664008,14.41463932,0,0,0.693147181,1.386294361,4.304065093,0.929916621,0.907824418,17.46640077,14.41463877,0,0,-0.366512921,0.32663426,1.459559947,-0.072660352,-0.096704292,2.86027908,2.668244272
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr12:38150000-66400000,0,1,2,4,57,2.767525416,2.671903706,28250000,1454009,0,0.693147181,1.098612289,1.609437912,4.060443011,1.326418398,1.300710249,17.15660405,14.18983581,0,0,0.693147181,1.386294361,4.043051268,1.017953569,0.982791217,17.15660402,14.18983513,0,0,-0.366512921,0.32663426,1.396999671,0.017794307,-0.017358575,2.842383173,2.652525872
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr18:18521000-52059136,0,1,2,4,46,2.65357881,2.253846935,33538136,1663115,0,0.693147181,1.098612289,1.609437912,3.850147602,1.295707183,1.179837969,17.32819377,14.32420351,0,0,0.693147181,1.386294361,3.828641396,0.975909223,0.812638505,17.32819374,14.32420291,0,0,-0.366512921,0.32663426,1.342510013,-0.024385706,-0.207468911,2.852334871,2.661950618
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr1:17175658-29878082,0,0,1,3,52,1.999451207,2.552312878,12702424,480709,0,0,0.693147181,1.386294361,3.970291914,1.098429341,1.267598906,16.35730348,13.08301946,0,0,0,1.098612289,3.951243719,0.692872746,0.936999959,16.3573034,13.08301738,0,0,0,0.094047828,1.374030395,-0.366908924,-0.065072041,2.794674489,2.571315006
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr1:30028082-91800000,0,1,2,4,66,2.556920541,2.45007177,61771918,2952382,0,0.693147181,1.098612289,1.609437912,4.204692619,1.268895154,1.238395034,17.93895943,14.8981232,0,0,0.693147181,1.386294361,4.189654742,0.938803621,0.896117318,17.93895942,14.89812286,0,0,-0.366512921,0.32663426,1.43261833,-0.063148958,-0.109683939,2.886974851,2.701235222
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr2:21178113-33000000,0,1,2,3,52,2.413992707,2.3946735,11821887,536654,0,0.693147181,1.098612289,1.386294361,3.970291914,1.227882488,1.222207586,16.28546329,13.19311071,0,0,0.693147181,1.098612289,3.951243719,0.881282102,0.873246896,16.2854632,13.19310885,0,0,-0.366512921,0.094047828,1.374030395,-0.126377498,-0.13553695,2.790272882,2.579694636
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr2:33200000-87000000,0,1,2,4,78,2.748415409,2.466047236,53800000,2754437,0,0.693147181,1.098612289,1.609437912,4.369447852,1.321333193,1.243014819,17.80078404,14.82872399,0,0,0.693147181,1.386294361,4.356708827,1.011024531,0.902616559,17.80078403,14.82872362,0,0,-0.366512921,0.32663426,1.471716916,0.010964204,-0.102457446,2.879242503,2.696566085
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr2:5118788-16279724,0,1,2,4,47,2.423267278,2.240339926,11160936,508085,0,0.693147181,1.098612289,1.609437912,3.871201011,1.230595439,1.17567824,16.22793047,13.138406,0,0,0.693147181,1.386294361,3.850147602,0.885116744,0.806627607,16.22793038,13.13840404,0,0,-0.366512921,0.32663426,1.348111486,-0.122035728,-0.21489317,2.786733855,2.575539547
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr2:95326171-109668000,0,1,2,4,53,2.591190426,2.471539826,14341829,696065,0,0.693147181,1.098612289,1.609437912,3.988984047,1.278483743,1.244598249,16.478691,13.45319976,0,0,0.693147181,1.386294361,3.970291914,0.952117394,0.904841368,16.47869093,13.45319833,0,0,-0.366512921,0.32663426,1.378839622,-0.049066939,-0.099995635,2.802068087,2.599216872
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr3:93504854-194041961,0,1,2,4,71,2.830322181,2.454217693,100537107,5290442,0,0.693147181,1.098612289,1.609437912,4.276666119,1.34294892,1.239596004,18.42603745,15.48141254,0,0,0.693147181,1.386294361,4.262679877,1.04039055,0.897808052,18.42603744,15.48141235,0,0,-0.366512921,0.32663426,1.449898042,0.039596172,-0.107798984,2.913764743,2.739640101
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr4:32840638-40296396,0,1,3,4,67,3.070888567,2.657377762,7455758,422807,0,0.693147181,1.386294361,1.609437912,4.219507705,1.403861297,1.296746432,15.82449731,12.95467345,0,0,1.098612289,1.386294361,4.204692619,1.121966955,0.977339833,15.82449718,12.95467109,0,0,0.094047828,0.32663426,1.436201192,0.115083355,-0.022920854,2.761559194,2.561456425
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr4:68270000-75427379,0,1,2,4,52,2.843027734,2.342644127,7157379,378221,0,0.693147181,1.098612289,1.609437912,3.970291914,1.346260528,1.206762149,15.78365455,12.8432366,0,0,0.693147181,1.386294361,3.951243719,1.044869588,0.85128026,15.78365441,12.84323396,0,0,-0.366512921,0.32663426,1.374030395,0.043892081,-0.161013874,2.758974874,2.552817133
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr4:9324642-31820917,0,1,2,4,50,2.728577331,2.239419512,22496275,1145523,0,0.693147181,1.098612289,1.609437912,3.931825633,1.316026748,1.175394151,16.92886034,13.95137273,0,0,0.693147181,1.386294361,3.912023005,1.003780349,0.806216686,16.9288603,13.95137186,0,0,-0.366512921,0.32663426,1.364054633,0.003773222,-0.215402732,2.829019875,2.635577845
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr10:60000-17974675,0,1,2,4,160,3.230607533,5.15095523,17914675,1005149,0,0.693147181,1.098612289,1.609437912,5.081404365,1.442345607,1.816607392,16.70113082,13.82064734,0,0,0.693147181,1.386294361,5.075173815,1.17267021,1.639182179,16.70113077,13.82064635,0,0,-0.366512921,0.32663426,1.624360774,0.159283379,0.494197446,2.815476428,2.626163586
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr11:96437584-134946516,0,1,2,4,175,3.079227204,5.117855034,38508932,2056906,0,0.693147181,1.098612289,1.609437912,5.170483995,1.40590756,1.81121155,17.4664008,14.53671396,0,0,0.693147181,1.386294361,5.164785974,1.124678658,1.632735413,17.46640077,14.53671347,0,0,-0.366512921,0.32663426,1.641863664,0.117497357,0.490256775,2.86027908,2.676677413
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr12:38150000-66400000,0,1,2,4,167,3.588197522,6.420147011,28250000,1708318,0,0.693147181,1.098612289,1.609437912,5.123963979,1.52348725,2.00419887,17.15660405,14.3510204,0,0,0.693147181,1.386294361,5.117993812,1.277649993,1.859441016,17.15660402,14.35101982,0,0,-0.366512921,0.32663426,1.632762529,0.245022448,0.620275914,2.842383173,2.663821007
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr18:18521000-52059136,0,1,2,4,157,2.915807575,3.758814155,33538136,1746772,0,0.693147181,1.098612289,1.609437912,5.062595033,1.365021585,1.55999851,17.32819377,14.37328064,0,0,0.693147181,1.386294361,5.056245805,1.070146823,1.324103523,17.32819374,14.37328007,0,0,-0.366512921,0.32663426,1.620624272,0.067795856,0.280735644,2.852334871,2.665370932
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr1:17175658-29878082,0,1,2,4,197,3.449835401,7.015570797,12702424,729249,0,0.693147181,1.098612289,1.609437912,5.288267031,1.492867107,2.081386,16.35730348,13.49977189,0,0,0.693147181,1.386294361,5.283203729,1.23832652,1.948132078,16.3573034,13.49977052,0,0,-0.366512921,0.32663426,1.664532681,0.213760888,0.666871005,2.794674489,2.602672687
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr1:30028082-91800000,0,1,2,4,170,3.15970503,5.184545402,61771918,3383556,0,0.693147181,1.098612289,1.609437912,5.141663557,1.425444165,1.822053503,17.93895943,15.03443808,0,0,0.693147181,1.386294361,5.135798437,1.150478678,1.645682162,17.93895942,15.03443779,0,0,-0.366512921,0.32663426,1.63623532,0.140178098,0.498154987,2.886974851,2.710343422
