sequenceID,quartile.0%,quartile.25%,quartile.50%,quartile.75%,quartile.100%,mean,sd,bases,count,log+1.quartile.0%,log+1.quartile.25%,log+1.quartile.50%,log+1.quartile.75%,log+1.quartile.100%,log+1.mean,log+1.sd,log+1.bases,log+1.data,log.quartile.0%,log.quartile.25%,log.quartile.50%,log.quartile.75%,log.quartile.100%,log.mean,log.sd,log.bases,log.data,log.log.quartile.0%,log.log.quartile.25%,log.log.quartile.50%,log.log.quartile.75%,log.log.quartile.100%,log.log.mean,log.log.sd,log.log.bases,log.log.data
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0013/problems/chr1:103913906-120697156,0,0,0,2,995,2.683384803,20.7012714,16783250,407568,0,0,0,1.098612289,6.903747258,1.303832113,3.077370849,16.63589198,12.91796552,0,0,0,0.693147181,6.902742737,0.987078984,3.030195119,16.63589192,12.91796307,0,0,0,-0.366512921,1.931918831,-0.013005219,1.108627013,2.811562525,2.558618829
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0013/problems/chr1:30028082-91800000,0,0,0,2,1023,2.633267256,20.01011619,61771918,1495748,0,0,0,1.098612289,6.931471806,1.290132314,3.045004045,17.93895943,14.21813764,0,0,0,0.693147181,6.930494766,0.968225378,2.996237955,17.93895942,14.21813697,0,0,0,-0.366512921,1.935931205,-0.032290391,1.097357487,2.886974851,2.654518401
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0013/problems/chr2:110251337-149690582,0,0,0,1,1557,1.724037111,13.5570019,39439245,733733,0,0,0,0.693147181,7.351158226,1.002115012,2.678072108,17.49027197,13.50590184,0,0,0,0,7.350516172,0.544668698,2.606903159,17.49027194,13.50590048,0,0,0,0,1.994770538,-0.607577563,0.958162988,2.861644837,2.603126663
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0013/problems/chr3:60000-66170270,0,0,0,2,961,2.5734889,18.97098953,66110270,1602837,0,0,0,1.098612289,6.869014451,1.273542401,2.994280697,18.00683468,14.28728637,0,0,0,0.693147181,6.867974409,0.945262527,2.942910945,18.00683466,14.28728574,0,0,0,-0.366512921,1.926869217,-0.056292584,1.079399209,2.890751389,2.659370033
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0013/problems/chr3:93504854-194041961,0,0,0,1,1140,2.075594099,16.53668637,100537107,2062129,0,0,0,0.693147181,7.03966035,1.123498085,2.864295051,18.42603745,14.53924999,0,0,0,0,7.038783541,0.730247425,2.805581329,18.42603744,14.5392495,0,0,0,0,1.951435363,-0.314371863,1.031610765,2.913764743,2.676851855
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0013/problems/chr4:1478646-8799203,0,0,0,2,742,2.765894863,17.67054339,7320557,206034,0,0,0,1.098612289,6.610696045,1.325985512,2.926947062,15.80619711,12.23580134,0,0,0,0.693147181,6.609349243,1.017364222,2.871899038,15.80619698,12.23579648,0,0,0,-0.366512921,1.888485199,0.017215187,1.054973497,2.760402077,2.504365793
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0013/problems/chr4:75452279-190000000,0,0,0,1,875,1.761945495,14.28561474,114547721,2078228,0,0,0,0.693147181,6.775366091,1.015935321,2.726912173,18.55650208,14.54702665,0,0,0,0,6.774223886,0.566418594,2.659253068,18.55650207,14.54702617,0,0,0,0,1.913124805,-0.56842191,0.978045282,2.920820244,2.677386585
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0013/problems/chr5:100000-17500000,0,0,0,1,650,1.512243046,10.44892911,17400000,310738,0,0,0,0.693147181,6.478509642,0.921175998,2.437896198,16.67198082,12.64670861,0,0,0,0,6.476972363,0.41359401,2.346499496,16.67198076,12.64670539,0,0,0,0,1.868253173,-0.88287044,0.852924641,2.813729512,2.537396738
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0014/problems/chr11:96437584-134946516,0,0,1,3,356,2.331230895,7.934192844,38508932,1113677,0,0,0.693147181,1.386294361,5.877735782,1.203341874,2.189885808,17.4664008,13.92317861,0,0,0,1.098612289,5.874930731,0.846396409,2.071181628,17.46640077,13.92317771,0,0,0,0.094047828,1.770694269,-0.16676746,0.728119279,2.86027908,2.633554913
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0014/problems/chr1:103913906-120697156,0,0,1,3,379,2.636131023,9.480602426,16783250,531098,0,0,0.693147181,1.386294361,5.940171253,1.290920211,2.349526161,16.63589198,13.18270372,0,0,0,1.098612289,5.937536205,0.969312321,2.249247861,16.63589192,13.18270184,0,0,0,0.094047828,1.781294267,-0.031168407,0.810595876,2.811562525,2.578905504
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0014/problems/chr1:30028082-91800000,0,0,1,3,351,2.582127659,9.211201544,61771918,1923333,0,0,0.693147181,1.386294361,5.863631176,1.275956942,2.323485308,17.93895943,14.4695707,0,0,0,1.098612289,5.860786223,0.948613733,2.220420303,17.93895942,14.46957018,0,0,0,0.094047828,1.768283762,-0.052753589,0.797696503,2.886974851,2.672047836
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0014/problems/chr2:110251337-149690582,0,0,1,2,489,2.044198488,6.355207022,39439245,1036922,0,0,0.693147181,1.098612289,6.194405391,1.113237644,1.995408501,17.49027197,13.85176823,0,0,0,0.693147181,6.192362489,0.715005775,1.84927448,17.49027194,13.85176727,0,0,0,-0.366512921,1.823316676,-0.335464659,0.614793389,2.861644837,2.628412825
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0014/problems/chr3:60000-66170270,0,0,1,3,374,2.579208964,8.826110081,66110270,2073563,0,0,0.693147181,1.386294361,5.926926026,1.275141816,2.285043137,18.00683468,14.54477942,0,0,0,1.098612289,5.924255797,0.947482749,2.177714383,18.00683466,14.54477894,0,0,0,0.094047828,1.779055075,-0.053946549,0.778275879,2.890751389,2.677232094
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0014/problems/chr3:93504854-194041961,0,0,1,3,407,2.335018323,7.842625687,100537107,2897945,0,0,0.693147181,1.386294361,6.011267174,1.204478174,2.179583856,18.42603745,14.87951277,0,0,0,1.098612289,6.008813185,0.848019738,2.059573687,18.42603744,14.87951242,0,0,0,0.094047828,1.793227256,-0.164851367,0.722499013,2.913764743,2.699985262
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0014/problems/chr4:1478646-8799203,0,0,1,3,328,2.482110173,8.37774831,7320557,230053,0,0,0.693147181,1.386294361,5.796057751,1.247638482,2.238339682,15.80619711,12.34606934,0,0,0,1.098612289,5.793013608,0.909109075,2.12557918,15.80619698,12.346065,0,0,0,0.094047828,1.756652641,-0.095290198,0.754044321,2.760402077,2.513337389
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0014/problems/chr4:75452279-190000000,0,0,1,3,343,2.156860676,6.949304009,114547721,3091048,0,0,0.693147181,1.386294361,5.840641657,1.149578077,2.073084379,18.55650208,14.94402107,0,0,0,1.098612289,5.837730447,0.768653774,1.938641512,18.55650207,14.94402075,0,0,0,0.094047828,1.764342099,-0.26311464,0.661987476,2.920820244,2.70431127
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0014/problems/chr5:100000-17500000,0,0,1,2,243,1.91072908,5.181884499,17400000,440827,0,0,0.693147181,1.098612289,5.497168225,1.068403593,1.82162316,16.67198082,12.99641006,0,0,0,0.693147181,5.493061443,0.647484887,1.645168793,16.67198076,12.99640779,0,0,0,-0.366512921,1.70348574,-0.434659827,0.497842989,2.813729512,2.564672995
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0016/problems/chr11:96437584-134946516,0,0,0,0,175,0.673818012,3.664377432,38508932,331725,0,0,0,0,5.170483995,0.515107252,1.53995437,17.4664008,12.71206461,0,0,0,0,5.164785974,-0.394795217,1.298658452,17.46640077,12.71206159,0,0,0,0,1.641863664,0,0.261331772,2.86027908,2.542551274
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0016/problems/chr1:103913906-120697156,0,0,0,0,252,0.805665291,4.522908332,16783250,166834,0,0,0,0,5.533389489,0.590929106,1.708904593,16.63589198,12.02476058,0,0,0,0,5.529429088,-0.216086894,1.509155223,16.63589192,12.02475459,0,0,0,0,1.710084571,0,0.411550039,2.811562525,2.486967407
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0016/problems/chr1:30028082-91800000,0,0,0,0,242,0.784009718,4.250748155,61771918,606307,0,0,0,0,5.493061443,0.578863481,1.658370572,17.93895943,13.31514339,0,0,0,0,5.488937726,-0.243333864,1.447095004,17.93895942,13.31514174,0,0,0,0,1.702734744,0,0.369558101,2.886974851,2.588901864
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0016/problems/chr2:110251337-149690582,0,0,0,0,233,0.550009464,3.003580875,39439245,283990,0,0,0,0,5.455321115,0.438261037,1.387189179,17.49027197,12.55669783,0,0,0,0,5.451038454,-0.597819794,1.099805202,17.49027194,12.55669431,0,0,0,0,1.695806132,0,0.095133075,2.861644837,2.530253934
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0016/problems/chr3:60000-66170270,0,0,0,0,191,0.788876917,4.209433772,66110270,653764,0,0,0,0,5.257495372,0.581588002,1.650471169,18.00683468,13.39050324,0,0,0,0,5.252273428,-0.237144969,1.437328143,18.00683466,13.39050171,0,0,0,0,1.658661017,0,0.362785934,2.890751389,2.594545628
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0016/problems/chr3:93504854-194041961,0,0,0,0,243,0.649928837,3.623644067,100537107,831293,0,0,0,0,5.497168225,0.500732158,1.531183153,18.42603745,13.6307388,0,0,0,0,5.493061443,-0.430892404,1.287480168,18.42603744,13.6307376,0,0,0,0,1.70348574,0,0.25268695,2.913764743,2.61232736
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0016/problems/chr4:1478646-8799203,0,0,0,0,148,0.855228229,4.118445161,7320557,80674,0,0,0,0,5.003946306,0.618007723,1.632850713,15.80619711,11.29818402,0,0,0,0,4.997212274,-0.156386911,1.415475704,15.80619698,11.29817162,0,0,0,0,1.608880212,0,0.347465661,2.760402077,2.424640909
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0016/problems/chr4:75452279-190000000,0,0,0,0,199,0.561051782,3.147705651,114547721,827742,0,0,0,0,5.298317367,0.445359813,1.422555326,18.55650208,13.626458,0,0,0,0,5.293304825,-0.577942075,1.146673823,18.55650207,13.62645679,0,0,0,0,1.666442781,0,0.136865423,2.920820244,2.612013255
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0016/problems/chr5:100000-17500000,0,0,0,0,168,0.525068678,2.601217376,17400000,122684,0,0,0,0,5.129898715,0.422039444,1.281271948,16.67198082,11.71737537,0,0,0,0,5.123963979,-0.644226209,0.955979557,16.67198076,11.71736722,0,0,0,0,1.633928354,0,-0.04501875,2.813729512,2.461072119
